순위,mean,ISBN,상품명,저자,출판사,설명,관리분류,top_topic,topic_dist,topic_words,topic_dict,IMAGE,판매가
32.0,34.5,9788927869825,프렌즈 런던,한세라/이정복/이주은,중앙북스(books),지지 나라 세계 채 문화 공존 나라 영국 런던 막강 런던 여행 바이블 행 가이드북 정석 프렌즈 소개 런던 여행 프렌즈 런던 최신,건강 취미,26.0,"[(26, 0.6312311291694641), (6, 0.13821722567081451), (24, 0.04995948076248169), (14, 0.048021234571933746)]",일본 정보 도시 문화 음식,"{26: 0.6312311291694641, 6: 0.13821722567081451, 24: 0.04995948076248169, 14: 0.048021234571933746}",https://shopping-phinf.pstatic.net/main_3496248/34962480641.20221019142550.jpg,"19,800원"
33.0,33.0,9788927879480,프렌즈 이탈리아,황현희,중앙북스(books),발 시선 작품 미술관 폭 풍경 세계 문화유산 간직 나라 이탈리아 여행 가이드북 정석 프렌즈 소개 이탈리아 여행 프렌즈 이탈리아 최신 이탈리아 정치 경제 문화 중심지 로마 유럽 문화 지성 선도 피렌체 코발트블루 빛 바다 세계 항 나폴리 세계 패션 중심지 이자 공업 도시 밀라노 낭만 광 항구 도시 베네치아 채 문화 공존 이탈리아 남단 섬 시칠리아 이탈리아 핵심 도시 망라,건강 취미,26.0,"[(26, 0.4361664950847626), (6, 0.20881414413452148), (30, 0.1052984967827797), (16, 0.043154358863830566)]",일본 정보 도시 문화 음식,"{26: 0.4361664950847626, 6: 0.20881414413452148, 30: 0.1052984967827797, 16: 0.043154358863830566}",https://shopping-phinf.pstatic.net/main_3548320/35483200620.20221230072012.jpg,"18,900원"
18.0,29.9,9788930087568,호암자전,이병철 저,나남,삼성 창업 호암 이병철 자전 호암 자전 나남 기존 세로쓰기 한자 표기 현대 전면 새 세기 호암 자전 탄생 컬러 제작 최신 사진 추가 삼성 탄생 현재 삼성 파악 세계 기업 삼성 호암 일대기 창조경제 지향 오늘날 경영 바이블 손색,경제 경영,28.0,"[(28, 0.3457498550415039), (14, 0.2501806914806366), (13, 0.09970737248659134), (24, 0.09648263454437256)]",미국 음악 기념 클래식 올해,"{28: 0.3457498550415039, 14: 0.2501806914806366, 13: 0.09970737248659134, 24: 0.09648263454437256}",https://shopping-phinf.pstatic.net/main_3244460/32444609006.20221231084228.jpg,"25,200원"
34.0,36.3,9788931011623,사랑의 기술,에리히 프롬/황문수,문예출판사,에리 프롬 사랑 기술 인류 화두 사랑 프롬 사랑 기술 지난 사랑 의미 계기 제공 사랑 기술 언어 세계 수백만 시대 테디 셀러 이자 현대 고전 자리,에세이,28.0,"[(28, 0.42477622628211975), (7, 0.1925661563873291), (21, 0.16076448559761047), (8, 0.0792958214879036)]",미국 음악 기념 클래식 올해,"{28: 0.42477622628211975, 7: 0.1925661563873291, 21: 0.16076448559761047, 8: 0.0792958214879036}",https://shopping-phinf.pstatic.net/main_3245742/32457424202.20221019123215.jpg,"10,800원"
34.0,36.3,9788931011623,사랑의 기술,에리히 프롬/황문수,문예출판사,에리 프롬 사랑 기술 인류 화두 사랑 프롬 사랑 기술 지난 사랑 의미 계기 제공 사랑 기술 언어 세계 수백만 시대 테디 셀러 이자 현대 고전 자리,에세이,28.0,"[(28, 0.42477622628211975), (7, 0.1925661563873291), (21, 0.16076448559761047), (8, 0.0792958214879036)]",미국 음악 기념 클래식 올해,"{28: 0.42477622628211975, 7: 0.1925661563873291, 21: 0.16076448559761047, 8: 0.0792958214879036}",https://shopping-phinf.pstatic.net/main_3245742/32457424202.20221019123215.jpg,"10,800원"
45.0,49.0,9788931447972,점잇기&컬러링북 (도시편),토마스 패빗,영진닷컴,안티 스트레스 집중 향상 컬러 링북 도시 인기 도시 풍경 건축물 선 표현 도안 번호 순서대로 예술 작품 완성 추가 완성 작품 나라 별 여행 정보 구성 컬러 링북 제공,예술,27.0,"[(27, 0.3092806935310364), (12, 0.24508985877037048), (26, 0.20667342841625214), (30, 0.10532146692276001)]",시인 시 드로잉 산문 시집,"{27: 0.3092806935310364, 12: 0.24508985877037048, 26: 0.20667342841625214, 30: 0.10532146692276001}",https://shopping-phinf.pstatic.net/main_3246696/32466968262.20221230071513.jpg,"10,800원"
32.0,40.0,9788931466430,새삐의 인체 드로잉 & 해부학 클래스,새삐(이서은),영진닷컴,게임 원화 인체 드로잉 해부학 강사 유튜브 활동 인체 드로잉 노하우 최대한 초보자 전달 기획 그리기 재능 노력 노력 사실 노력 도움 주기 학습 인체 드로잉 방법 연습 소개 팔 다리 몸 머리 얼굴 도형 방법 또한 초보자 드로잉 연습 트레이싱 방법 방식,예술,12.0,"[(12, 0.2774870693683624), (27, 0.27444684505462646), (23, 0.15568016469478607), (31, 0.07556938380002975)]",설명 학습 내용 구성 이해,"{12: 0.2774870693683624, 27: 0.27444684505462646, 23: 0.15568016469478607, 31: 0.07556938380002975}",https://shopping-phinf.pstatic.net/main_3309374/33093743623.20221019131506.jpg,"19,800원"
9.0,35.0,9788931467338,로원의 몽글몽글 데일리 걸 컬러링북,로원,영진닷컴,보기 해도 마법 드로잉 감성 아트 일러스트레이션 여러 재료 사용 채 색감 컬러 링북 톡톡 소녀 데 일리 라이프 환상 공간 소녀 아이콘 봄 여름 가을 겨울 사계절 소녀 디테 일이 가득 찬 일러스트 수채화 색연필 아크릴물감 미술 용품 사용 채 색감 표현 동화 세계 직접 하자 스토리 일러스트 엽서 포스터 수록 도 쫙 제본 사용 컬러 링북,예술,27.0,"[(27, 0.547244668006897), (20, 0.13795097172260284), (15, 0.1270957887172699), (31, 0.078861765563488)]",시인 시 드로잉 산문 시집,"{27: 0.547244668006897, 20: 0.13795097172260284, 15: 0.1270957887172699, 31: 0.078861765563488}",https://shopping-phinf.pstatic.net/main_3456301/34563017618.20221019120405.jpg,"13,500원"
37.0,44.7,9788931579833,석가의 해부학 노트,석정현,성안당,라면 반드시 필독 총 페이지 달 삽화 전문 정현 땀 땀 명품 해부학 도대체 만화가 만화 주인공 크게 서양인 코 미국 동물 만화 캐릭터 손가락 네 슈퍼히어로 어째서 항상 쫄쫄 남자 상체 여자 하체 강조 거지 다리 사실 인물 묘사 정평 난 국민 정현 대답 인체 미스터리,예술,15.0,"[(15, 0.31881579756736755), (5, 0.18099531531333923), (29, 0.12854130566120148), (11, 0.10321875661611557)]",시작 이유 사실 경험 시대,"{15: 0.31881579756736755, 5: 0.18099531531333923, 29: 0.12854130566120148, 11: 0.10321875661611557}",https://shopping-phinf.pstatic.net/main_3247360/32473608665.20221019134638.jpg,"37,800원"
12.0,6.6,9788931588507,김락희의 인체 드로잉,김락희/윤관현,성안당,마블 활약 중인 김락희 인체 드로잉 핵심 강의 도형 해부학 단계 별로 김락희 인체 드로잉 유튜브 드로잉 채널 운영 드로잉 강의 마블 사의 애니메이션 캐릭터 작업 김락희 드로잉 입문 인체 해부학 입 문서 드로잉 공부 인체 해부학 기본 인체 도형 시작 해부학 공부 단계 별로 강의 인체 비례 균형 한눈 고집 사이즈 가로 크기 과감 판형 결정 보기 해부학 드로잉 입 문서 탄생,예술,12.0,"[(12, 0.37655511498451233), (27, 0.24966846406459808), (11, 0.14614103734493256), (15, 0.07282275706529617)]",설명 학습 내용 구성 이해,"{12: 0.37655511498451233, 27: 0.24966846406459808, 11: 0.14614103734493256, 15: 0.07282275706529617}",https://shopping-phinf.pstatic.net/main_3246370/32463708751.20221019150802.jpg,"31,500원"
40.0,45.8,9788931813623,자녀를 위한 무릎 기도문,편집부 편역,나침반사,하나님 자녀 성장 지침 이자 자녀 영적 싸움 승리 비결 사용 방법 매월 기도 시작 만약 날짜 시작 날짜 시작 기도 달 기도 다음 달 기도 반복 기도 자녀 기도 단위 체크 기도 체크표,종교,19.0,"[(19, 0.43921342492103577), (15, 0.16098202764987946), (14, 0.14798249304294586), (10, 0.11974921077489853)]",하나님 기도 성경 교회 말씀,"{19: 0.43921342492103577, 15: 0.16098202764987946, 14: 0.14798249304294586, 10: 0.11974921077489853}",https://shopping-phinf.pstatic.net/main_3249080/32490800173.20221019124205.jpg,"3,600원"
73.0,69.5,9788932022888,피로사회,한병철/김태환,문학과지성사,우울증 지배 시대 철학 진단 독일 권위 프랑크 터 마이 차이 퉁 극찬 한병철 독일 주목 철학자 서양 철학 언어 구사 동양 메시지 종류 문화 비판 가로 사회 패러다임 전환 포착,사회 정치,13.0,"[(13, 0.30464181303977966), (8, 0.2671530544757843), (23, 0.14102934300899506), (1, 0.13527555763721466)]",사회 시대 주의 정치 문화,"{13: 0.30464181303977966, 8: 0.2671530544757843, 23: 0.14102934300899506, 1: 0.13527555763721466}",https://shopping-phinf.pstatic.net/main_3243816/32438169160.20221019105749.jpg,"10,800원"
11.0,16.7,9788932040448,나는 오래된 거리처럼 너를 사랑하고,진은영,문학과지성사,사람 조금 덜 삶 상실 슬픔 사랑 공통 감각 십 온전 고백 누 현실 불현듯 움 발견 시인 진은영 신작 시집 문학과사회 등단 시집 일곱 단어 사전 노래 차례 감각 은유 이미지 재배 치하 한편 동시 대의 현실 밀착 의식 철학 사유 시적 정치 진은영 시인 신작 시집 거리 사랑 문학과지성사 시 인 사회 위치 기능 강연 시인 침묵 함 대화 사람 진은영 바,소설/시/희곡,15.0,"[(15, 0.2580189108848572), (27, 0.2141605168581009), (21, 0.16391226649284363), (13, 0.0749436616897583)]",시작 이유 사실 경험 시대,"{15: 0.2580189108848572, 27: 0.2141605168581009, 21: 0.16391226649284363, 13: 0.0749436616897583}",https://shopping-phinf.pstatic.net/main_3425824/34258246625.20221229074523.jpg,"10,800원"
71.0,71.0,9788932040554,대면 비대면 외면,김찬호,문학과지성사,대면 반대말 비 대면 외면 사회학 김찬호 시선 연결 공감 마음 사회학 모멸 감 유머 즘 돈 인문학 그동안 한국인 사회 빚 문법 추적 사회학 김찬호 신작 문학과지성사 대면 비대 외면 뉴 노멀 시대 연결 그것 사회학 어빙 인간 사회 개인 개인 대면 상호작용 구성 명제 그때 세계 뒤 코로나 비대 세계 비약 확장 삶 환경,사회 정치,13.0,"[(13, 0.3286797106266022), (15, 0.1737254410982132), (25, 0.14126750826835632), (21, 0.097574882209301)]",사회 시대 주의 정치 문화,"{13: 0.3286797106266022, 15: 0.1737254410982132, 25: 0.14126750826835632, 21: 0.097574882209301}",https://shopping-phinf.pstatic.net/main_3523403/35234037629.20221019143157.jpg,"13,500원"
52.0,56.0,9788932118109,모든 일에는 때가 있다,조앤 치티스터/박정애,가톨릭출판사,이전 삶 초대 세계 영성 가가 전하 인생 가족 연애 사업 취직 여러 잘되지 사람 선택 자책 그때 인생 한편 문득 산다 대답 스스로 위안 머릿속 분명 삶 가능성 임,종교,21.0,"[(21, 0.338346391916275), (15, 0.2390303909778595), (9, 0.11251671612262726), (23, 0.08316253870725632)]",사랑 마음 위로 인생 행복,"{21: 0.338346391916275, 15: 0.2390303909778595, 9: 0.11251671612262726, 23: 0.08316253870725632}",https://shopping-phinf.pstatic.net/main_3246666/32466664960.20221019105602.jpg,"18,000원"
56.0,64.0,9788932431451,코코 샤넬,론다 개어릭/성소희,을유문화사,패션 스타일 현대 패션 완성 디자이너 코코 샤넬 그녀 인생 여정 유산 망라 평전 현대 예술 거장 시리즈 세기 전후 문화 예술 영향력 국내외 거장 아티스트 평전 구성 시리즈 열 주인공 프랑스 출신 전설 패션 디자이너 코코 샤넬 샤넬 제국 창립 가브리엘 코코 샤넬 그녀 여성 옷 방식 변모 카디건 스웨터 플랫 슈즈 리틀 블랙 드레스 스타일 기본 연령 초월 여성 샤넬 세계 옷 샤넬 그녀 억만장자 동시 시각 미학 영향,예술,31.0,"[(31, 0.28518250584602356), (13, 0.2171640545129776), (1, 0.16163673996925354), (5, 0.1440727561712265)]",디자인 게임 공간 디자이너 광고,"{31: 0.28518250584602356, 13: 0.2171640545129776, 1: 0.16163673996925354, 5: 0.1440727561712265}",https://shopping-phinf.pstatic.net/main_3243600/32436004787.20221229071525.jpg,"28,800원"
61.0,61.0,9788932472959,도시는 무엇으로 사는가,유현준,을유문화사,도시 사람 도시 건축물 공간 도시 인간 삶 반영 인간 추구 욕망 도시 인간 삶 영향 과연 피 폐해 지고 도시 답변,인문,8.0,"[(8, 0.2861819267272949), (26, 0.28447726368904114), (15, 0.16534735262393951), (30, 0.09791332483291626)]",인간 철학 시대 철학자 나무,"{8: 0.2861819267272949, 26: 0.28447726368904114, 15: 0.16534735262393951, 30: 0.09791332483291626}",https://shopping-phinf.pstatic.net/main_3245375/32453754630.20221019145731.jpg,"13,500원"
3.0,2.8,9788932473901,이기적 유전자 The Selfish Gene,리처드 도킨스/홍영남/이상임,을유문화사,이기 유전자 처음 당시 과학계 일반 대중 폭발 반향 세기 제작 혁신 통찰 사람 마음 휘 구성 또한 명실 상부 과학 교양 바이블 컬 지기 손색 최재천 이화여대 석좌교수 인생관 하루아침 뒤 경험 적 이기 유전자 인간 본질 근원 물음 울림 과학 인생 지점 자리 세월 검증 거치 중요성 깊이 더욱더 이기 유전자 최신 판본 나볼,자연과학,28.0,"[(28, 0.28451600670814514), (8, 0.24566000699996948), (15, 0.12232229858636856), (16, 0.11421871185302734)]",미국 음악 기념 클래식 올해,"{28: 0.28451600670814514, 8: 0.24566000699996948, 15: 0.12232229858636856, 16: 0.11421871185302734}",https://shopping-phinf.pstatic.net/main_3247303/32473030836.20221019105912.jpg,"18,000원"
71.0,49.1,9788932474427,공간의 미래,유현준,을유문화사,공간 인간 변화 변화 코로나 공간 변화 속도 방향 조금 회사 학교 상업 시설 공원 지방 도시 물류 터널 생활 생활 공간 미래 인간 늘 변화 예측 미래 준비 변화 맞이 요구 발 전공 전문가 예측 건축가 로서 앞 공간 예측 시도 추측 산 물이 미래 예측 전문가 예측 방향 데 보탬,인문,23.0,"[(23, 0.4452807307243347), (15, 0.14380185306072235), (31, 0.13476794958114624), (6, 0.09713613241910934)]",변화 방법 미래 제시 기술,"{23: 0.4452807307243347, 15: 0.14380185306072235, 31: 0.13476794958114624, 6: 0.09713613241910934}",https://shopping-phinf.pstatic.net/main_3246698/32466981819.20221230073204.jpg,"14,400원"
47.0,63.2,9788932474540,플루타르코스 영웅전 세트,플루타르코스/신복룡,을유문화사,인류 역사상 영웅 열전 이자 서양 문화 씨앗 보물 상자 을유 문화 사의 완역 사람 운명 가차 팽개칠 대처 유럽 역사 초창 정치가 장군 삶 플루타르코스 영웅 이하 영웅 따라서 서유럽 초기 역사 문화 지도자 로서 처세 인간 윤리 교양 백과사전 영웅 세기 초 성경 그리스 비극 서양 교양 공통 핵심 자리 이유 여기 실제 영웅 나폴레옹 처칠 정치가 군인 몽테뉴 프랜시스 베이컨 루소 여러 지성인 사상 영향 셰익스피어 실러 괴테 비롯 영감 선사,역사,13.0,"[(13, 0.4647981524467468), (25, 0.2047884613275528), (8, 0.07523535937070847), (15, 0.0647687315940857)]",사회 시대 주의 정치 문화,"{13: 0.4647981524467468, 25: 0.2047884613275528, 8: 0.07523535937070847, 15: 0.0647687315940857}",https://shopping-phinf.pstatic.net/main_3244142/32441428115.20221019145024.jpg,"99,000원"
39.0,60.0,9788932474649,김헌의 그리스 로마 신화,김헌,을유문화사,인류 궁극 바이블 이자 서구 문명 기반 그리스 로마 신화 개괄 김헌 그리스 로마 신화 을유 화사 김헌 클라스 서재 세계사 다수 방송 프로그램 출연 대중 고전 작품 널리 알리 학자 로서 그간 연구 그리스 로마 신화 집대성,인문,13.0,"[(13, 0.37490394711494446), (25, 0.3435368537902832), (1, 0.17282435297966003), (28, 0.032642804086208344)]",사회 시대 주의 정치 문화,"{13: 0.37490394711494446, 25: 0.3435368537902832, 1: 0.17282435297966003, 28: 0.032642804086208344}",https://shopping-phinf.pstatic.net/main_3248652/32486524648.20221019110049.jpg,"18,000원"
1.0,1.8,9788932474755,헤어질 결심 각본,박찬욱/정서경,을유문화사,영화 각본 선사 즐거움 촬영 편집 최종 결과물 차이 발견 결심 각본 발견 즐거움 예 직접 산해경 내면 열쇠 제공 이포 전해 질 곡동 사건 후일담 기운 편집 과정 삭제 부분 역시 결심 세계 풍요롭 관객 편집 상상 수도 영화 명대사 그대로 재 확인 즐거움 결심 확인 즐거움 각별 작품 분위기 한국어 대사 활자 매력 풍기 대사 역시 단어 얼마나 공 볼,예술,15.0,"[(15, 0.3169868290424347), (29, 0.2723102569580078), (12, 0.11165564507246017), (28, 0.07512449473142624)]",시작 이유 사실 경험 시대,"{15: 0.3169868290424347, 29: 0.2723102569580078, 12: 0.11165564507246017, 28: 0.07512449473142624}",https://shopping-phinf.pstatic.net/main_3355622/33556223644.20221019115024.jpg,"13,500원"
1.0,4.5,9788932474786,헤어질 결심 스토리보드북,이윤호/박찬욱,을유문화사,관객 마음속 여운 영화 결심 디테일 영화 결심 박해일 탕웨이 비롯 배우 열연 인상 대사 디 테일로 관객 각본 관심 영화 각본 사상 종합 이처럼 결심 사랑 준 스토리보드 발간 스토리보드 각본 실제 영상 과정 기초 작업 일종 설계도 그리기 해당 작업 시각 계획 해도 과언 따라서 카메라 강조 장면 전환 식 결심 시각 디테 일이 감상,예술,29.0,"[(29, 0.32622209191322327), (23, 0.17734184861183167), (15, 0.08638637512922287), (10, 0.07849646359682083)]",드라마 영화 스토리 캐릭터 본집,"{29: 0.32622209191322327, 23: 0.17734184861183167, 15: 0.08638637512922287, 10: 0.07849646359682083}",https://shopping-phinf.pstatic.net/main_3511268/35112682620.20221019101627.jpg,"29,700원"
68.0,68.0,9788932474793,확장된 표현형 (출간 40주년 기념 리커버판),리처드 도킨스/홍영남/장대익/권오현,을유문화사,이기 유전자 리처드 도킨스 역작 확장 표현형 주년 기념 리 커버 기존 이기 유전자 주년 기념 판형 내지 디자인 가독성 저서 명실 상부 리처드 도킨스 이자 과학자 로서 성과 롯 걸작 작품 확장 표현형 꼽 바 도킨스 이기 유전자 유전자 팔 이란 실 당장 확장 표현형 정도 학문 자부심 애착 바 리처드 도킨스 사상 유전 결정론 오해 반박 유전자 이처럼 결정론 원인 평가 이유 가운데 획득 형질 유전 주장 초래 혼란,자연과학,16.0,"[(16, 0.2744101583957672), (28, 0.22731757164001465), (13, 0.19623281061649323), (15, 0.08857327699661255)]",과학 뇌 우주 인간 연구,"{16: 0.2744101583957672, 28: 0.22731757164001465, 13: 0.19623281061649323, 15: 0.08857327699661255}",https://shopping-phinf.pstatic.net/main_3541987/35419877629.20221027194731.jpg,"19,800원"
75.0,75.0,9788932527055,회복하시는 하나님,크리스토퍼 J. H. 라이트/전의우,성서유니온선교회,탄식 하나님 사람 하나님 시험 아브라함 비번 영 복음 룻 나오미 우울증 두려움 엘리야 코헬렛 환멸 원망 연민 예레미야 개인 야망 좌절 바룩 실패 죄책감 베드로 성경 하나님 종 심 진심 순종 상처 우울증 절망 실패 영적 등장 시대 충성 하나님 사람 어려움 적지 성경 인물 내면 하나님 손길 곧 치유 뿐 하나님 사명 치유 하나님 손길 내적 삶 사명 하나님 사 손길 절실 부분,종교,19.0,"[(19, 0.4069661498069763), (21, 0.16690483689308167), (15, 0.13225695490837097), (3, 0.12346409261226654)]",하나님 기도 성경 교회 말씀,"{19: 0.4069661498069763, 21: 0.16690483689308167, 15: 0.13225695490837097, 3: 0.12346409261226654}",https://shopping-phinf.pstatic.net/main_3555290/35552900696.20221230073532.jpg,"11,700원"
29.0,29.0,9788932550510,하나님의 뜻,제럴드 싯처/윤종석,성서유니온선교회,하나님 뜻 신화 신비 하나님 뜻 소명 본질 중요성 고난 현실 역설 인생 선택 자유 하나님 말씀 방법 하나님 뜻 관련 여러 측면 지혜롭 삶 향 하나님 뜻 이해 새 빛 하나님 뜻 인식 처음 끝 삶 하나님 은혜 함 확신 삶 여정 추천 싯처 퇴고 심정 작업 진행 단락 목차 배열 약 페이지 해당 내용 과정 기존 삭제,종교,19.0,"[(19, 0.3763963580131531), (23, 0.21156969666481018), (15, 0.10354320704936981), (12, 0.07829105108976364)]",하나님 기도 성경 교회 말씀,"{19: 0.3763963580131531, 23: 0.21156969666481018, 15: 0.10354320704936981, 12: 0.07829105108976364}",https://shopping-phinf.pstatic.net/main_3248606/32486063528.20221230072601.jpg,"13,500원"
41.0,36.6,9788932624723,포인트 간추린 체르니 100,편집부 편,삼호뮤직(삼호출판사),체르니 교재 고민 포인트 간추린 체르니 선택 체르니 연습곡 원래 총 곡 포인트 간추린 체르니 곡 꼭 필수 곡 곡 추린 피아노 연습곡 곡마 연습 포인트 수록 연습 목표 바르게 설정 피아노 기초 연습 데 도움 컬러 심플 디자인 악보 가독성 악보 더욱더 무수 체르니 교본 고민 포인트 간추린 체르니 테크닉 완성,예술,12.0,"[(12, 0.3427979052066803), (2, 0.31729212403297424), (15, 0.10200399905443192), (28, 0.09379920363426208)]",설명 학습 내용 구성 이해,"{12: 0.3427979052066803, 2: 0.31729212403297424, 15: 0.10200399905443192, 28: 0.09379920363426208}",https://shopping-phinf.pstatic.net/main_3248770/32487703056.20221019152631.jpg,"4,500원"
18.0,42.4,9788932816425,내면세계의 질서와 영적 성장,고든 맥도날드,IVP,면세 질서 획기 제기 그리스도인 도전 변화 삶 근본 해결 면세 질서 강조 초판 가량 테디 셀러 이번 확대 일생 회고 좀더 개인 자전 내용 추가 영적 거장 한층 통찰 선사,종교,28.0,"[(28, 0.26943764090538025), (23, 0.20714347064495087), (25, 0.16891899704933167), (24, 0.13591857254505157)]",미국 음악 기념 클래식 올해,"{28: 0.26943764090538025, 23: 0.20714347064495087, 25: 0.16891899704933167, 24: 0.13591857254505157}",https://shopping-phinf.pstatic.net/main_3249073/32490737425.20221019134325.jpg,"13,500원"
69.0,54.5,9788932917245,어린 왕자,앙투안 드 생텍쥐페리/황현산,열린책들,세계 사랑 생텍쥐페리 왕자 문학 평론가 황현산 선생 프랑스어 원문 이해 정확 문학 통찰 고루 문학 입지 황현산 선생 작품 생텍쥐페리 문체 고스 란 내기 심혈 원문 텍스트 선택 마무리 작업 왕자 원전 가치 한국어 결정 마련 별 왕자 시선 모순 어른 세계 소설 꾸밈 문체 동화 삶 성찰 은유 작품,소설/시/희곡,5.0,"[(5, 0.25103142857551575), (10, 0.22612008452415466), (8, 0.12624798715114594), (13, 0.1047343909740448)]",소설 작품 문학 시리즈 장편소설,"{5: 0.25103142857551575, 10: 0.22612008452415466, 8: 0.12624798715114594, 13: 0.1047343909740448}",https://shopping-phinf.pstatic.net/main_3244164/32441644071.20221019140242.jpg,"10,620원"
30.0,21.5,9788933870693,설민석의 조선왕조실록,설민석,세계사,한국사 강사 설민석 명의 조선 왕 핵심 사건 설민석 특유 흡입 재치 말투 그대로 중간 중간 질의 응답 구성 앞 강연 느낌,역사,30.0,"[(30, 0.3990341126918793), (15, 0.27227428555488586), (21, 0.06025383993983269), (20, 0.052841924130916595)]",미술 작품 예술 지식 한국사,"{30: 0.3990341126918793, 15: 0.27227428555488586, 21: 0.06025383993983269, 20: 0.052841924130916595}",https://shopping-phinf.pstatic.net/main_3243640/32436408621.20221019132708.jpg,"19,800원"
67.0,39.7,9788933871553,모래알만 한 진실이라도,박완서,세계사,현역 박완서 주기 기념 결정 박완서 유산 재 조명하 싱아 누가 엄마 말뚝 나목 산이 정말 거기 필 독서 여럿 탄생 박완서 그녀 국문학 획 소설가 데 이견 제시 사람 상대 덜 사실 그녀 다수 산문 대작 국문학 어머니 칭호 더없이 산문 사람 박완서 곁 맞이 그녀 산문 베스트 선별 작품 몇 개월 박완서 정수,에세이,5.0,"[(5, 0.23500587046146393), (28, 0.21482597291469574), (24, 0.12934479117393494), (15, 0.11669135093688965)]",소설 작품 문학 시리즈 장편소설,"{5: 0.23500587046146393, 28: 0.21482597291469574, 24: 0.12934479117393494, 15: 0.11669135093688965}",https://shopping-phinf.pstatic.net/main_3246725/32467255469.20221017140512.jpg,"15,300원"
21.0,9.9,9788933871751,나의 아저씨 세트 (초판 에디션),박해영,세계사,백상예술대상 작품 극본 수상작 방송작가 드라마 부문 수상작 파울로 코엘료 류 이치 사카모토 세계 거장 극찬 종영 연속 넷플릭스 드라마 사람 인생 드라마 누군가 인생 인간 외로움 아저씨 삭제 대본 작품집 종영 현재 누군가 인생 의미 드라마 영상 대본 역시 건물 내력 로써 증명 공기 세밀 지문 대사 대본 인간 삶 얼마나 여실히 드라마 대본 소설 인물 묘사 영상 표현 대사 행동,예술,29.0,"[(29, 0.3200959265232086), (21, 0.17314663529396057), (5, 0.17096851766109467), (8, 0.11420638859272003)]",드라마 영화 스토리 캐릭터 본집,"{29: 0.3200959265232086, 21: 0.17314663529396057, 5: 0.17096851766109467, 8: 0.11420638859272003}",https://shopping-phinf.pstatic.net/main_3247392/32473920167.20221019115305.jpg,"44,640원"
62.0,36.3,9788934916895,고요함의 지혜,에크하르트 톨레/진우기,김영사,고요함 힘 힘 내면 평화로움 고요함 평화로움 둘 생명 실체 변화 구원 힘 지혜,종교,8.0,"[(8, 0.5344292521476746), (23, 0.17102763056755066), (19, 0.07874110341072083), (15, 0.03877152130007744)]",인간 철학 시대 철학자 나무,"{8: 0.5344292521476746, 23: 0.17102763056755066, 19: 0.07874110341072083, 15: 0.03877152130007744}",https://shopping-phinf.pstatic.net/main_3249210/32492101737.20221019131945.jpg,"10,800원"
26.0,34.2,9788934927648,카를 융 기억 꿈 사상,칼 구스타프 융/조성기,김영사,카를 융 기억 꿈 사상 심리학 거장 이자 삶 치유 영혼 의사 앞 극도 카를 융 최후 자서전 생애 무의식 실현 역사 카를 융 융 제자 비서 엘라 야페 융 나이 가까이 대담 결과 엮 어진 자서전 융,인문,15.0,"[(15, 0.24813605844974518), (24, 0.23281778395175934), (9, 0.11680294573307037), (3, 0.07926242053508759)]",시작 이유 사실 경험 시대,"{15: 0.24813605844974518, 24: 0.23281778395175934, 9: 0.11680294573307037, 3: 0.07926242053508759}",https://shopping-phinf.pstatic.net/main_3246551/32465514800.20221019105905.jpg,"20,700원"
59.0,64.5,9788934940654,지리학이 중요하다,알렉산더 머피/김이재,김영사,지리학 위기 처 세계 해답 지리 문해 나라 미래 걱정 지식인 필독 최재천 생명 다양성 재단 이사장 미국 아프가니스탄 실패 빈곤 퇴치 제프리 삭스 프로젝트 사람 위기 자율 주행 지리 사고 이유 지리학 인간 환경 장소 방식 조직 서로 연결 세계 이해 기초 이자 당면 복합 해결 열쇠 기상이변 팬데믹 전쟁 경제 불평등 격변 시대 지리학 통찰 해법,사회 정치,25.0,"[(25, 0.3832728862762451), (23, 0.13261678814888), (13, 0.11038212478160858), (15, 0.09552765637636185)]",인류 전쟁 위기 중국 세계사,"{25: 0.3832728862762451, 23: 0.13261678814888, 13: 0.11038212478160858, 15: 0.09552765637636185}",https://shopping-phinf.pstatic.net/main_3493370/34933704619.20221019141802.jpg,"15,120원"
54.0,36.0,9788934940746,판다 여행사,노하나 하루카/송지현,주니어김영사,인기 그림책 노하나 카 신작 판다 버스 타고 여행 곳곳 활동 각각 장소 동물 모야 짹짹 여행지 명물 퀴즈 또한 여행지 판다 상상 수도 재미 구성 그림책 어린이 한번 만큼 무궁무진 상상력 즐거움 선사,유아,20.0,"[(20, 0.34426799416542053), (6, 0.20770198106765747), (1, 0.10571306198835373), (29, 0.10411158204078674)]",아이 그림책 엄마 친구 어린이,"{20: 0.34426799416542053, 6: 0.20770198106765747, 1: 0.10571306198835373, 29: 0.10411158204078674}",https://shopping-phinf.pstatic.net/main_3537187/35371870920.20221227203509.jpg,"11,700원"
